year,statefip,age,Male,White,Black,Asian,Hispanic,HSGrad,CollegeGrad,Married,inctot,IncomeReal,CPI,EmployerIns,Medicaid,Medicare,state
1979,colorado,31.000772,.48610038,.95559847,.022007722,0,.17214398,.70363003,.1849826,.59655344,8641.9517652909,30864.113,28,,,,colorado
1980,colorado,31.378748,.48056275,.95853388,.018881897,0,.18775663,.74549878,.21021898,.6029197,10702.54598540146,33655.805,31.799999,.31617919,.049611256,.10656934,colorado
1981,colorado,31.132391,.47769314,.96445411,.022850925,0,.19188596,.7213906,.17576051,.62723321,10932.63061323032,31147.098,35.099998,.29234675,.052230686,.1047803,colorado
1982,colorado,30.948084,.4825784,.9599303,.025783973,0,.18532819,.73508692,.17426021,.60638797,12276.24048849225,32912.172,37.299999,.29477352,.044599302,.11648662,colorado
1983,colorado,30.742561,.500346,.94602078,.031833909,0,.1758969,.76098013,.19325012,.5700416,12897.32963476653,33499.559,38.5,.29204151,.0550173,.11604253,colorado
1984,colorado,31.779854,.49304029,.95128202,.027472528,0,.16176471,.78073573,.21829623,.60454983,13754.02758954501,34214,40.200001,.30073261,.05970696,.11519845,colorado
1985,colorado,32.644444,.48274231,.94940901,.035460994,0,.16873212,.77151513,.2,.55454546,14718.96,35382.117,41.599998,.32198581,.053427897,.12545455,colorado
1986,colorado,32.288067,.49029982,.92239857,.052322164,0,.14100295,.78127396,.2095165,.58940905,16283.15118956255,38403.656,42.400002,.30922985,.041740153,.11358403,colorado
1987,colorado,33.570156,.4785969,.92508918,.045778833,0,.1480597,.76259542,.21603054,.60076338,16501.63664122138,37589.148,43.900002,.29845423,.083828777,.13969466,colorado
1988,colorado,33.828152,.48994514,.92748326,.045094453,0,.15992647,.77037615,.22648902,.58385581,16711.48589341693,36567.801,45.700001,.31383303,.060938451,.15673982,colorado
1989,colorado,33.891651,.4831261,.93072826,.036116045,0,.18003565,.76370656,.21930502,.56447875,16710.15984555985,34885.512,47.900002,.30254588,.075192422,.16988418,colorado
1990,colorado,33.652275,.47604966,.93081015,.041986991,0,.19056153,.7950117,.23616524,.57755262,18320.26812159002,36277.758,50.5,.30396214,.080425784,.15900233,colorado
1991,colorado,32.62262,.49440089,.93057108,.039193731,0,.17683971,.80373132,.26492536,.60298508,19042.56865671642,36202.602,52.599998,.29619262,.078947365,.15074627,colorado
1992,colorado,34.017937,.49943945,.89798206,.051569507,0,.1571831,.82378852,.24155654,.60205579,20327.07121879589,37503.82,54.200001,.32735425,.10313901,.15712188,colorado
1993,colorado,34.765713,.48676956,.88699007,.049062844,0,.15524861,.83262712,.24788135,.5628531,20366.19279661017,36498.555,55.799999,.30926129,.082138918,.16242938,colorado
1994,colorado,34.691616,.49859312,.87788409,.044456951,0,.13043478,.85755813,.24927326,.56031978,21786.02252906977,38020.98,57.299999,.31119865,.086100169,.15334302,colorado
1995,colorado,32.738251,.49781421,.88633877,.030601094,0,.15835616,.84872729,.28218183,.59490907,23784.69527272727,40381.484,58.900002,.33497268,.075409837,.12654546,colorado
1996,colorado,32.53083,.4899103,.93273544,.031950671,0,.1747191,.81240875,.25401461,.55985403,25236.01094890511,41643.582,60.599998,.3396861,.061659195,.10875913,colorado
1997,colorado,33.741043,.49590585,.92425793,.03480041,0,.22405782,.80182528,.23142113,.52933508,24384.38983050847,39329.66,62,.32446265,.078812689,.11082138,colorado
1998,colorado,34.022209,.50413221,.93181819,.02427686,0,.21153846,.81655627,.28278145,.54105961,28569.88940397351,45349.031,63,.34917355,.064049587,.12980132,colorado
1999,colorado,34.005089,.50737911,.94147581,.023918575,0,.21603677,.81712061,.31322956,.57133591,29165.35084306096,45287.813,64.400002,.37659034,.047328245,.12451362,colorado
2000,colorado,32.928989,.4970617,.92997062,.032810971,0,.24533857,.80813956,.27971578,.5723514,29783.92894056848,44787.863,66.5,.33888346,.061704211,.12338501,colorado
2001,colorado,31.02566,.50138694,.90614885,.049699493,0,.21120186,.79357505,.28053436,.59732825,31355.86482188295,45841.906,68.400002,.32293111,.063569114,.11100509,colorado
2002,colorado,31.952526,.50561273,.91417211,.036716558,0,.22306238,.79171896,.28983688,.57590967,34071.57496863237,49023.848,69.5,.31945744,.061739944,.11260979,colorado
2003,colorado,32.004932,.49394891,.88995963,.034961902,.024428507,.24966383,.80209267,.28759342,.5695067,31247.99641255605,43949.363,71.099998,.30770954,.073061407,.11121076,colorado
2004,colorado,31.972265,.48984495,.88556451,.035815679,.025551431,.2633763,.79916817,.29322639,.57308376,32464.49197860963,44471.906,73,.29111159,.093470193,.10635769,colorado
2005,colorado,31.807293,.49596122,.89822292,.03531041,.022386337,.26817447,.81224233,.29654297,.59498888,34096.98223913733,45221.461,75.400002,.29402262,.07708285,.097684741,colorado
2006,colorado,32.17992,.49617437,.89079529,.046371434,.024345003,.25921631,.80050588,.29212773,.59279168,34683.85678153652,44523.563,77.900002,.28008348,.0855553,.10591211,colorado
2007,colorado,32.855904,.50045598,.89694482,.045371637,.021659827,.251026,.79635352,.30160692,.57107538,37663.4369592089,47020.52,80.099998,.28545371,.097355224,.11217552,colorado
2008,colorado,33.31842,.50118369,.88660038,.047821969,.022727273,.25355113,.82505536,.31951913,.57639986,40130.80987029421,48234.148,83.199997,.29805872,.091382578,.1161025,colorado
2009,colorado,33.610405,.4925034,.88482505,.05043162,.02953203,.22739664,.83053434,.33587787,.58595419,39005.76488549618,47051.586,82.900002,.28736937,.10245343,.12335878,colorado
2010,colorado,33.381702,.4880718,.8920989,.042460058,.028014883,.24731889,.82551318,.34105572,.55894428,37304.66891495601,44304.836,84.199997,.27796018,.12913109,.11759531,colorado
2011,colorado,33.874722,.48751673,.89456087,.050824787,.028533215,.24320108,.82682061,.33895797,.57548845,38501.46832445234,44305.484,86.900002,.27218011,.13731609,.13025458,colorado
2012,colorado,34.648384,.48297215,.88699692,.049756743,.031623177,.24015923,.82751656,.33890972,.56013846,37784.9544274589,42598.598,88.699997,.26780185,.13555948,.13758293,colorado
2013,colorado,34.979378,.49512196,.88514411,.0518847,.033924613,.25011086,.82176793,.3463864,.54506189,38839.94903541607,43155.5,90,.2660754,.14611973,.14022459,colorado
2014,colorado,34.664253,.50101876,.88476342,.054788318,.030110935,.25356576,.83716816,.3557522,.54955751,43022.26666666667,47070.313,91.400002,.26737604,.15078108,.12831858,colorado
2015,colorado,34.938957,.50431448,.87024611,.05465005,.028763182,.25790986,.83018076,.34636402,.54476672,42208.76670870114,46079.441,91.599998,.25375518,.20805369,.15006305,colorado
2016,colorado,35.151394,.5,.8899371,.042228211,.028301887,.26864332,.85739434,.34741783,.52288735,43088.39612676056,46481.551,92.699997,.29290205,.21293801,.16197184,colorado
2017,colorado,35.022316,.49094737,.87326318,.037894737,.044210527,.23705263,.86793506,.37660885,.54952437,46770.23335198657,49387.789,94.699997,.28042105,.17642105,.15444879,colorado
2018,colorado,35.562691,.48503253,.88937092,.033839479,.036008678,.27635574,.85067111,.38087249,.53803134,48886.02348993289,50397.961,97,.30195227,.17613883,.14541388,colorado
2019,colorado,36.300983,.50268334,.89177102,.026833631,.042486582,.27191412,.83636361,.37897727,.54261363,50593.45284090909,51207.945,98.800003,.30008945,.12304251,.175,colorado
2020,colorado,37.739746,.49894848,.90746582,.028391168,.028916929,.27602524,.85425103,.40418354,.57624829,55244.19365721997,55244.195,100,.25657204,.17114271,.19635628,colorado
2021,colorado,36.972668,.49858624,.85532516,.044297833,.041470312,.24222432,.84651995,.40511599,.55562162,55387.14455681142,52900.809,104.7,.26814327,.17722118,.17251636,colorado
2022,colorado,35.97884,.49816006,.87166512,.034958601,.041398343,.25896963,.84100175,.39836925,.52766454,60111.3255678509,53195.863,113,.2925483,.20829493,.16540478,colorado
2023,colorado,37.142464,.50055003,.8509351,.041254126,.043454345,.2519252,.85239083,.43173942,.52182955,63706.95148995149,54126.555,117.7,.29867986,.18041804,.20027719,colorado
2024,colorado,38.452152,.50591397,.87526882,.049462367,.027419355,.26505375,.87039477,.42631578,.54407895,63808.20921052631,52647.039,121.2,.30483872,.16890801,.21842106,colorado
1962,connecticut,42.694191,.47910297,.95616716,.041794088,0,,.4424057,.077471964,.68697476,2958.012626262626,25282.16,11.7,,,,connecticut
1963,connecticut,42.364151,.46037737,.97735852,.021698114,0,,,,.67117989,3156.950284090909,26753.816,11.8,,,,connecticut
1964,connecticut,41.585613,.47213778,.96859169,.028368793,0,,.50759876,.099290781,.68008256,3439.251266464033,28660.428,12,,,,connecticut
1965,connecticut,41.047264,.4652456,.96478218,.035217796,0,,.53753477,.097312324,.67015207,3472.758109360519,28465.23,12.2,,,,connecticut
1966,connecticut,40.039017,.47370654,.9601357,.037319761,0,,.54622561,.10050891,.65968585,3548.566581849025,28388.533,12.5,,,,connecticut
1967,connecticut,40.020596,.47597253,.96109837,.031273838,0,,.53699464,.10755149,.67007875,3812.464530892449,29553.99,12.9,,,,connecticut
1968,connecticut,32.491158,.47347739,1,0,0,,.48395723,.080213904,.64044946,3276.005347593583,24447.801,13.4,,,,connecticut
1969,connecticut,31.024254,.47947761,1,0,0,,.51630437,.086956523,.69080782,3583.252717391304,25234.174,14.2,,,,connecticut
1970,connecticut,29.802444,.4826884,1,0,0,,.59824049,.070381232,.69113147,4185.33431085044,27902.229,15,,,,connecticut
1971,connecticut,31.055969,.48134327,1,0,0,0,.58620691,.084880635,.70054942,4465.129973474801,28622.627,15.6,,,,connecticut
1972,connecticut,33.655972,.48841354,1,0,0,0,.55155873,.088729016,.67237163,4365.330935251798,26946.486,16.200001,,,,connecticut
1973,connecticut,31.497494,.48018223,.92209566,.076082006,0,.0216763,.57633352,.13549969,.62247473,5741.470876762723,33380.645,17.200001,,,,connecticut
1974,connecticut,32.658688,.48157012,.94782192,.04930589,0,.018108651,.59282565,.12964128,.61244327,6044.716803020768,31647.73,19.1,,,,connecticut
1975,connecticut,33.162647,.47562853,.93945611,.04925603,0,.028008299,.58646113,.13270777,.61432505,6373.527479892761,30641.961,20.799999,,,,connecticut
1976,connecticut,33.374054,.47248864,.91519433,.067642607,0,.037774373,.60051882,.13683528,.61240828,6557.245784695201,29805.662,22,,,,connecticut
1977,connecticut,34.204765,.475925,.92600101,.061834771,0,.039897699,.60380954,.15365079,.58582574,6943.043174603175,29671.125,23.4,,,,connecticut
1978,connecticut,33.834854,.47882038,.9227882,.072386056,0,.046411224,.63953489,.16689466,.58205843,8050.151846785226,31945.047,25.200001,,,,connecticut
1979,connecticut,34.496883,.493763,.9178794,.069646567,0,.040709812,.63718528,.18011621,.58714378,8543.652679147837,30513.045,28,,,,connecticut
1980,connecticut,35.052505,.47587511,.92715234,.063859984,0,.054450758,.67024446,.18723911,.59093618,10365.41085271318,32595.633,31.799999,.35856196,.051087987,.14609422,connecticut
1981,connecticut,34.945518,.48241705,.93164933,.067855373,0,.041211519,.68651044,.16149461,.56808108,10907.80177327422,31076.359,35.099998,.35512629,.058444776,.16276124,connecticut
1982,connecticut,35.85207,.47455621,.9360947,.06035503,0,.033827893,.72222221,.2057057,.57807809,12803.65015015015,34326.141,37.299999,.36449704,.06745562,.17417417,connecticut
1983,connecticut,35.041618,.48007035,.91266119,.077960141,0,.056537103,.71863401,.20935412,.59094286,13904.3437268003,36115.18,38.5,.35814771,.064478315,.15367483,connecticut
1984,connecticut,34.534393,.47981808,.88800454,.098919839,0,.076043457,.73745453,.21672727,.55636364,14580.06181818182,36268.809,40.200001,.34792495,.069357589,.14763637,connecticut
1985,connecticut,35.223583,.49095154,.91476941,.075890251,0,.05519671,.75606173,.22556943,.57678175,16753.15650257164,40272.012,41.599998,.35901925,.052539404,.16311535,connecticut
1986,connecticut,35.572323,.47152621,.93337131,.059794988,0,.053868193,.7684136,.24150142,.56798869,17436.3895184136,41123.559,42.400002,.36731207,.055239178,.16005665,connecticut
1987,connecticut,35.703438,.46333548,.93380922,.062946141,0,.063068919,.75784391,.22606596,.55752212,18352.83588093323,41806.004,43.900002,.35950682,.071382217,.16653258,connecticut
1988,connecticut,36.951107,.46483591,.91828531,.075686537,0,.062458027,.74958265,.20617697,.54006678,19268.46494156928,42162.941,45.700001,.37977228,.050234426,.19115192,connecticut
1989,connecticut,35.653442,.47529939,.92664671,.063622758,0,.074850298,.77621722,.24157304,.55337077,21020.42696629214,43883.98,47.900002,.39071855,.037425149,.17041199,connecticut
1990,connecticut,36.649818,.49230769,.91648352,.055677656,0,.065201469,.79223126,.25112918,.57633245,23179.41644083108,45899.836,50.5,.42051283,.027838828,.15989161,connecticut
1991,connecticut,35.318443,.46902016,.89337176,.072046109,0,.072046109,.80258304,.25,.57841331,23275.06734317343,44249.18,52.599998,.36527377,.062680118,.17435424,connecticut
1992,connecticut,34.375816,.46850109,.8892107,.080376536,0,.092686459,.79248828,.23943663,.56150234,22306.89483568075,41156.633,54.200001,.35771179,.074583635,.17089202,connecticut
1993,connecticut,35.072475,.4738676,.91289198,.072473869,0,.098394975,.79448396,.24466193,.56405693,23043.14857651246,41295.965,55.799999,.33867595,.08432056,.16814947,connecticut
1994,connecticut,35.603775,.46444121,.90638608,.071117565,0,.088064045,.83194828,.24192059,.56602031,23354.61311172669,40758.488,57.299999,.37880987,.070391871,.18005539,connecticut
1995,connecticut,36.69746,.46728253,.90839106,.066204771,0,.097767517,.80528378,.28375733,.57827789,25231.39628180039,42837.684,58.900002,.38260201,.073903002,.19569471,connecticut
1996,connecticut,35.569347,.45747125,.89655173,.091187738,0,.14373559,.78234702,.27482447,.57572716,25663.92477432297,42349.711,60.599998,.35095784,.10344828,.19057171,connecticut
1997,connecticut,35.62183,.47578785,.8693313,.11913913,0,.14307693,.77540648,.24796748,.59349591,28883.51524390244,46586.316,62,.33973867,.11375865,.18292683,connecticut
1998,connecticut,36.703354,.48104957,.8855685,.10131195,0,.13770251,.78057891,.2726424,.55555558,28690.62371615313,45540.672,63,.33454812,.071428575,.1774043,connecticut
1999,connecticut,37.210335,.47016013,.87772924,.10407569,0,.14625093,.78804857,.29318395,.54248369,32034.14192343604,49742.457,64.400002,.34425035,.079330422,.18674137,connecticut
2000,connecticut,37.15543,.46061036,.86586231,.11355571,0,.11319394,.81792974,.27911276,.57486135,33618.99445471349,50554.879,66.5,.35344216,.067423701,.20332718,connecticut
2001,connecticut,33.656418,.47433156,.84197861,.12620321,0,.097587422,.81098902,.2857143,.5750916,34245.54542124542,50066.586,68.400002,.33155081,.091176473,.16227107,connecticut
2002,connecticut,33.78624,.48457548,.84984982,.11739012,0,.1142462,.81159955,.28814185,.566679,36278.34835611378,52199.063,69.5,.32705432,.084630087,.15108977,connecticut
2003,connecticut,34.170925,.47201088,.83206522,.11222826,.028532609,.12744565,.80212921,.29331866,.56681353,35153.30139500734,49442.055,71.099998,.31793478,.10434783,.16409692,connecticut
2004,connecticut,34.628773,.47585514,.85538232,.096076459,.02389336,.12122736,.80059922,.29527298,.5672437,36222.36284953396,49619.676,73,.32017103,.10915493,.15179761,connecticut
2005,connecticut,34.376842,.49867055,.86874545,.080251388,.026589315,.14019822,.82243901,.31837398,.55837399,37678.39967479675,49971.352,75.400002,.31375393,.12037709,.14439024,connecticut
2006,connecticut,33.901695,.49327749,.86003965,.085739478,.034824774,.14216442,.80673498,.31830162,.55373353,39067.52825768667,50150.871,77.900002,.30901477,.10778047,.14612006,connecticut
2007,connecticut,34.747227,.48246211,.86105454,.090291925,.034170628,.14731839,.81999999,.32666665,.55212122,44142.55484848485,55109.309,80.099998,.31160897,.13260919,.15515152,connecticut
2008,connecticut,35.405872,.48600045,.84293193,.1076713,.034828134,.15297064,.82808787,.31977436,.52642518,43640.22060570071,52452.191,83.199997,.31800592,.12633735,.15350357,connecticut
2009,connecticut,35.066177,.4850713,.8451426,.10138146,.036764707,.14505348,.82315302,.32228041,.53839439,42465.30191972077,51224.73,82.900002,.30213904,.13302138,.15503199,connecticut
2010,connecticut,35.600697,.48260114,.82753372,.10134842,.054588951,.12940408,.83634311,.33267495,.54486454,44211.49858916479,52507.719,84.199997,.30143541,.10743801,.15378104,connecticut
2011,connecticut,35.959431,.48681003,.81667036,.10551984,.061627135,.14586566,.83257401,.33115035,.53986335,43323.08342824601,49853.949,86.900002,.29372644,.1330082,.14407745,connecticut
2012,connecticut,35.660503,.48238662,.82100397,.10083663,.064509027,.15103479,.8304261,.34572491,.52931082,44534.96025164427,50208.523,88.699997,.28819904,.15169528,.15641978,connecticut
2013,connecticut,37.072121,.47926268,.82741934,.097235024,.058525346,.14654379,.83157897,.34795323,.53216374,45621.19678362573,50690.219,90,.29769585,.1608295,.16608188,connecticut
2014,connecticut,36.826401,.4830488,.79802835,.1122866,.069247417,.14931475,.82787138,.3555896,.52955592,44178.13813169984,48334.941,91.400002,.28251985,.15676846,.1696784,connecticut
2015,connecticut,36.838783,.48790058,.81360364,.098757356,.06736429,.14944409,.85247278,.36253142,.55406541,46438.49622799665,50697.051,91.599998,.28580773,.15729235,.15968147,connecticut
2016,connecticut,36.819805,.47997835,.8203463,.10064935,.053571429,.1780303,.83922386,.34511435,.52321553,48888.30422730423,52738.195,92.699997,.26839826,.20454545,.16701317,connecticut
2017,connecticut,38.23111,.4842802,.79205734,.11858798,.059569772,.2007722,.84126985,.36024845,.51207727,48437.92615596963,51148.816,94.699997,.27523443,.22007722,.16908212,connecticut
2018,connecticut,39.049911,.48346362,.80156344,.11365003,.057125676,.19362597,.84729427,.37286881,.51297259,47934.6471460341,49417.16,97,.28322309,.24714372,.21571535,connecticut
2019,connecticut,38.713631,.47136313,.80125999,.10080183,.063573882,.21420389,.85118622,.36808053,.54421282,52481.10783608915,53118.527,98.800003,.28865978,.22279496,.20416966,connecticut
2020,connecticut,41.182716,.47097626,.80408973,.09828496,.071899734,.17414248,.86324114,.38656127,.52015811,57408.40790513834,57408.406,100,.30343008,.17767504,.22055335,connecticut
2021,connecticut,39.660107,.47900262,.79396325,.11745407,.06824147,.21653543,.87337661,.38311687,.52029222,57106.89935064935,54543.363,104.7,.28083989,.24901445,.23133117,connecticut
2022,connecticut,39.859398,.47805214,.7846365,.10973937,.076131687,.2297668,.87201363,.39249146,.53071672,64950.7337883959,57478.527,113,.2798354,.20481099,.22952218,connecticut
2023,connecticut,40.553177,.48017621,.77407175,.12649465,.058527377,.23096287,.859339,.3812452,.53266716,62673.44888547271,53248.473,117.7,.28319699,.2112232,.22905457,connecticut
2024,connecticut,41.830864,.49393532,.82749325,.089622639,.047843665,.21832883,.87560582,.38287559,.52100164,70037.93053311793,57787.074,121.2,.28638813,.1734143,.25767368,connecticut
1962,delaware,42.775589,.4527559,.89763778,.10236221,0,,.33070865,.039370079,.67741936,2574.74,22006.324,11.7,,,,delaware
1963,delaware,40.220127,.49685535,.78616351,.21383648,0,,,,.63694268,3132.732394366197,26548.58,11.8,,,,delaware
1964,delaware,40.720341,.48305085,.98305082,.016949153,0,,.32203391,.059322033,.65486723,2632.813559322034,21940.113,12,,,,delaware
1965,delaware,42.431034,.44827586,.98275864,.017241379,0,,.36206895,.043103449,.7368421,2753.905172413793,22572.994,12.2,,,,delaware
1966,delaware,40.822697,.45035461,.82269502,.17021276,0,,.4822695,.078014188,.66666669,3330.762411347518,26646.1,12.5,,,,delaware
1967,delaware,43.496155,.4576923,.90384614,.088461541,0,,.47692308,.12692308,.68503934,3497.903846153846,27115.535,12.9,,,,delaware
1977,delaware,30.593002,.50368327,.79558009,.18968692,0,.03292568,.61346632,.12718205,.61381072,6913.124688279302,29543.268,23.4,,,,delaware
1978,delaware,31.16185,.51252407,.84778422,.13776493,0,.017857144,.62374997,.12875,.59588158,7713.50125,30609.131,25.200001,,,,delaware
1979,delaware,32.738853,.49893844,.8312102,.16348195,0,.02310231,.64333785,.14939435,.58596975,7863.063257065949,28082.369,28,,,,delaware
1980,delaware,33.255695,.47463769,.81935817,.17443064,0,.013144059,.6700201,.14755198,.59825623,9149.419852448022,28771.762,31.799999,.28933749,.068322979,.13682093,delaware
1981,delaware,33.048931,.48516399,.83706403,.15356585,0,.022629309,.70978552,.16621985,.57908845,10258.44504021448,29226.34,35.099998,.30504945,.083810516,.1300268,delaware
1982,delaware,32.985771,.48373982,.81775069,.17547426,0,.024238227,.70981753,.17376195,.58036488,11242.04517810599,30139.531,37.299999,.30284554,.09214092,.13553432,delaware
1983,delaware,32.780487,.48587933,.80937099,.18035944,0,.030343007,.72087175,.17267393,.57753563,12523.05616093881,32527.418,38.5,.3029525,.1084724,.13243923,delaware
1984,delaware,33.899124,.47994986,.83959901,.15225564,0,.025324676,.70714283,.17301588,.57936507,12619.07857142857,31390.742,40.200001,.2857143,.054511279,.15079366,delaware
1985,delaware,33.808407,.48207664,.83621758,.15451175,0,.029671717,.70355731,.16600791,.57075101,13507.10671936759,32469.008,41.599998,.28182942,.079110011,.16521738,delaware
1986,delaware,34.190311,.49480969,.8318339,.15916955,0,.012526096,.71830988,.16989437,.56690139,14061.66813380282,33164.309,42.400002,.32041523,.048442908,.16813381,delaware
1987,delaware,34.793991,.48497853,.83118743,.14306152,0,.020818377,.75203621,.18099548,.57466066,15146.75475113122,34502.855,43.900002,.32546496,.040772531,.17194571,delaware
1988,delaware,34.530022,.4810214,.86956519,.10973085,0,.040717736,.76387668,.17885463,.58061671,16342.56563876652,35760.535,45.700001,.33471361,.05521049,.15682819,delaware
1989,delaware,34.10675,.48415977,.85399449,.13705234,0,.027548209,.77699113,.19115044,.57787609,18652.39911504425,38940.289,47.900002,.37052342,.080578513,.15752213,delaware
1990,delaware,34.492752,.47688061,.80952382,.17322291,0,.033195022,.76257724,.18358341,.54721975,18780.70873786408,37189.523,50.5,.35955831,.060731538,.15975288,delaware
1991,delaware,35.430607,.47711927,.80945235,.17404351,0,.045146726,.7682811,.18423551,.54415953,19037.7910731244,36193.52,52.599998,.36009002,.04576144,.1614435,delaware
1992,delaware,34.055893,.48413897,.79305136,.19033232,0,.038022812,.76417911,.19104478,.55024874,20169.14527363184,37212.445,54.200001,.35196376,.055891238,.16517413,delaware
1993,delaware,33.739845,.50312501,.83749998,.1375,0,.049295776,.78061223,.2,.55612242,21446.22346938775,38434.094,55.799999,.33750001,.083593749,.1622449,delaware
1994,delaware,34.025284,.49102774,.81484503,.16231647,0,.033442087,.7972545,.19324182,.54699051,20884.61774023231,36447.852,57.299999,.37765089,.097063623,.14466737,delaware
1995,delaware,36.258091,.48731408,.81802273,.13823272,0,.050743658,.78610206,.20521173,.56460369,21462.95548317047,36439.652,58.900002,.38670167,.078740157,.16286644,delaware
1996,delaware,35.783375,.47641885,.79376501,.16866507,0,.048760992,.76751268,.2426396,.55025381,22316.84060913706,36826.469,60.599998,.36370903,.091127098,.1502538,delaware
1997,delaware,35.772171,.47247708,.76758409,.2056575,0,.082695253,.77832031,.23339844,.54492188,25363.4404296875,40908.773,62,.35932723,.10397553,.16113281,delaware
1998,delaware,36,.47907326,.78176385,.1980568,0,.064954683,.79270631,.21785028,.53071016,28159.64299424184,44697.848,63,.36023915,.10014948,.19001919,delaware
1999,delaware,36.285824,.45701358,.76018101,.22624435,0,.057575759,.77156866,.21176471,.53333336,24125.32156862745,37461.68,64.400002,.34766215,.092760183,.2,delaware
2000,delaware,36.088921,.46345139,.77166539,.21250942,0,.071050644,.79227054,.21159421,.56425118,28013.67246376811,42125.824,66.5,.36171815,.13413715,.17487922,delaware
2001,delaware,33.894459,.47570235,.75322706,.22019742,0,.056024559,.77846152,.23999999,.57384616,30709.14307692308,44896.406,68.400002,.34244496,.095671982,.15025641,delaware
2002,delaware,33.397232,.4824281,.75647855,.21796237,0,.067363113,.80306661,.24580738,.56588405,31379.66506947772,45150.598,69.5,.34398296,.078807242,.15141352,delaware
2003,delaware,32.809475,.48596492,.73122805,.22210526,.024210526,.07333333,.79866093,.23051171,.54710662,30717.49258727882,43203.227,71.099998,.33789474,.12385965,.14155906,delaware
2004,delaware,34.204304,.47172564,.73659247,.21816856,.021160161,.075884715,.78201509,.22222222,.53107345,30494.67278719397,41773.523,73,.35133162,.12805545,.14171375,delaware
2005,delaware,35.236942,.47669122,.744129,.20750087,.024886085,.086575538,.79945183,.225217,.53449064,29666.79351301964,39345.879,75.400002,.33123028,.10830705,.16628598,delaware
2006,delaware,33.612038,.48240742,.73827159,.1941358,.038271606,.096604936,.78854078,.22382523,.54328114,32070.40931574608,41168.688,77.900002,.32438272,.12376543,.15539983,delaware
2007,delaware,34.465031,.48865402,.73702204,.19583462,.041653715,.092322037,.79492426,.2284077,.5415473,31982.651248465,39928.402,80.099998,.33167547,.10040411,.15882112,delaware
2008,delaware,35.489361,.48238033,.73636967,.21343085,.027593086,.094747342,.79725677,.24732104,.52636093,35232.74710672953,42347.055,83.199997,.33011967,.13164894,.16416632,delaware
2009,delaware,35.46344,.47546312,.74553138,.20149496,.034774132,.083847903,.81559986,.26112759,.53624415,35004.82662144976,42225.363,82.900002,.33441663,.14039649,.17041118,delaware
2010,delaware,35.827068,.47901002,.71992481,.22994988,.028822055,.088345863,.80236351,.24490628,.53341484,33117.16462917686,39331.551,84.199997,.28947368,.15789473,.1792991,delaware
2011,delaware,35.85614,.47485521,.72660774,.21060652,.031392869,.10484608,.80823529,.24117647,.51568627,31905.15960784314,36714.797,86.900002,.29442242,.17890887,.16588235,delaware
2012,delaware,35.864525,.47826087,.69218653,.24196598,.041272841,.11657215,.81427979,.25877011,.52950889,32889.26372265786,37079.215,88.699997,.32010081,.17044738,.19479984,delaware
2013,delaware,37.08131,.46032786,.71114755,.23540984,.038032785,.11672131,.82868022,.26649746,.51353639,32655.85109983079,36284.277,90,.28459015,.22065574,.21404399,delaware
2014,delaware,37.743134,.46332794,.70726979,.23554119,.035541195,.11243942,.83539093,.28189301,.51687241,35187.23703703703,38498.07,91.400002,.3082391,.22035541,.20534979,delaware
2015,delaware,37.525341,.47243804,.71217167,.21309656,.046984833,.12615612,.83403659,.29488984,.53305203,38118.54711673699,41614.137,91.599998,.29707733,.18719941,.20346929,delaware
2016,delaware,38.164021,.47989419,.69947088,.23968254,.042328041,.12857144,.84548497,.26889631,.49899665,39287.38461538462,42381.215,92.699997,.31851852,.1968254,.20334448,delaware
2017,delaware,38.027157,.46432376,.70979768,.22257721,.042598508,.1485623,.83533335,.26666668,.47799999,39070.59666666666,41257.23,94.699997,.30031949,.24440895,.19933334,delaware
2018,delaware,39.367744,.48073959,.67128915,.2403698,.052388288,.12942989,.83918315,.28398213,.50287175,43039.19400127632,44370.305,97,.30097586,.17051874,.21825144,delaware
2019,delaware,39.992012,.48509052,.68583602,.2284345,.050053246,.10915868,.86158943,.31721854,.53245032,45694.72185430463,46249.719,98.800003,.32215121,.18259476,.23708609,delaware
2020,delaware,41.003109,.48507464,.755597,.1710199,.041044775,.10820895,.88030303,.31590909,.53712124,50112.20681818182,50112.207,100,.33457711,.15628892,.26969698,delaware
2021,delaware,42.339748,.47504508,.67829221,.22008419,.058929645,.10944077,.87536234,.28478262,.48478261,43846.31086956522,41878.043,104.7,.32832232,.18411553,.28550723,delaware
2022,delaware,40.820236,.46770722,.69806242,.21151777,.040904198,.14693218,.84287614,.30892143,.49533954,50444.8861517976,44641.492,113,.3073197,.23317178,.25965381,delaware
2023,delaware,41.965256,.48389134,.6866709,.23183829,.034112446,.12634239,.85802472,.34567901,.53163582,50189.9012345679,42642.227,117.7,.31396082,.20922883,.28163579,delaware
2024,delaware,40.930233,.47704235,.64042932,.25700656,.045319021,.13595706,.8531571,.33773863,.51615274,56151.77092511013,46329.844,121.2,.3059034,.17910448,.2657856,delaware
1962,district of columbia,42.974842,.43710691,.59119499,.40251571,0,,.59119499,.21069182,.55448717,3758.495762711864,32123.896,11.7,,,,district of columbia
1963,district of columbia,44.316742,.43438914,.53393668,.45701358,0,,,,.48387095,3204.358974358974,27155.584,11.8,,,,district of columbia
